County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Albany,Albany City PD,2007,334,0,334,123,71,194,457,71,528
Albany,Albany City PD,2008,332,0,332,124,9,133,456,9,465
Albany,Albany City PD,2009,327,0,327,136,58,194,463,58,521
Albany,Albany City PD,2010,327,0,327,138,66,204,465,66,531
Albany,Albany City PD,2011,312,0,312,132,59,191,444,59,503
Albany,Albany City PD,2012,322,0,322,123,54,177,445,54,499
Albany,Albany City PD,2013,332,0,332,104,52,156,436,52,488
Albany,Albany City PD,2014,337,0,337,121,51,172,458,51,509
Albany,Albany City PD,2015,335,0,335,98,54,152,433,54,487
Albany,Albany City PD,2016,336,0,336,97,58,155,433,58,491
Albany,Albany City PD,2017,333,0,333,85,53,138,418,53,471
Albany,Albany City PD,2018,316,0,316,88,51,139,404,51,455
Albany,Albany City PD,2019,293,3,296,89,50,139,382,53,435
Albany,Albany City PD,2020,295,0,295,76,44,120,371,44,415
Albany,Albany City PD,2021,283,0,283,76,39,115,359,39,398
Albany,Albany City PD,2022,294,0,294,79,39,118,373,39,412
Albany,Albany City PD,2023,286,0,286,62,44,106,348,44,392
Albany,Albany County Park PD Headquarters,2008,12,0,12,3,1,4,15,1,16
Albany,Albany County Sheriff,2007,131,0,131,41,63,104,172,63,235
Albany,Albany County Sheriff,2008,129,0,129,47,67,114,176,67,243
Albany,Albany County Sheriff,2009,126,0,126,46,72,118,172,72,244
Albany,Albany County Sheriff,2010,122,0,122,46,82,128,168,82,250
Albany,Albany County Sheriff,2011,121,0,121,36,80,116,157,80,237
Albany,Albany County Sheriff,2012,118,0,118,46,88,134,164,88,252
Albany,Albany County Sheriff,2013,120,0,120,45,83,128,165,83,248
Albany,Albany County Sheriff,2014,114,0,114,49,77,126,163,77,240
Albany,Albany County Sheriff,2015,117,0,117,53,79,132,170,79,249
Albany,Albany County Sheriff,2016,113,0,113,59,84,143,172,84,256
Albany,Albany County Sheriff,2017,120,0,120,60,98,158,180,98,278
Albany,Albany County Sheriff,2018,131,0,131,62,101,163,193,101,294
Albany,Albany County Sheriff,2019,146,0,146,63,90,153,209,90,299
Albany,Albany County Sheriff,2020,131,0,131,72,74,146,203,74,277
Albany,Albany County Sheriff,2021,135,0,135,75,74,149,210,74,284
Albany,Albany County Sheriff,2022,135,0,135,77,76,153,212,76,288
Albany,Albany County Sheriff,2023,136,0,136,79,84,163,215,84,299
Albany,Altamont Vg PD,2007,1,9,10,0,0,0,1,9,10
Albany,Altamont Vg PD,2008,1,10,11,0,0,0,1,10,11
Albany,Altamont Vg PD,2010,1,8,9,0,0,0,1,8,9
Albany,Altamont Vg PD,2011,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2012,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2013,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2014,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2015,1,12,13,0,0,0,1,12,13
Albany,Altamont Vg PD,2016,1,12,13,0,0,0,1,12,13
Albany,Altamont Vg PD,2017,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2018,1,12,13,0,0,0,1,12,13
Albany,Altamont Vg PD,2019,1,12,13,0,0,0,1,12,13
Albany,Altamont Vg PD,2020,1,11,12,0,0,0,1,11,12
Albany,Altamont Vg PD,2021,1,12,13,0,0,0,1,12,13
Albany,Altamont Vg PD,2022,11,12,23,0,0,0,11,12,23
Albany,Altamont Vg PD,2023,0,12,12,0,0,0,0,12,12
Albany,Bethlehem Town PD,2007,43,0,43,19,0,19,62,0,62
Albany,Bethlehem Town PD,2008,42,0,42,18,8,26,60,8,68
Albany,Bethlehem Town PD,2009,40,0,40,17,9,26,57,9,66
Albany,Bethlehem Town PD,2010,42,0,42,17,10,27,59,10,69
Albany,Bethlehem Town PD,2011,42,0,42,17,10,27,59,10,69
Albany,Bethlehem Town PD,2012,37,0,37,15,10,25,52,10,62
Albany,Bethlehem Town PD,2013,35,0,35,14,0,14,49,0,49
Albany,Bethlehem Town PD,2014,37,0,37,14,0,14,51,0,51
Albany,Bethlehem Town PD,2015,37,0,37,14,0,14,51,0,51
Albany,Bethlehem Town PD,2016,40,0,40,14,0,14,54,0,54
Albany,Bethlehem Town PD,2018,38,0,38,15,1,16,53,1,54
Albany,Bethlehem Town PD,2019,38,0,38,15,1,16,53,1,54
Albany,Bethlehem Town PD,2020,38,0,38,15,1,16,53,1,54
Albany,Bethlehem Town PD,2021,39,0,39,14,2,16,53,2,55
Albany,Bethlehem Town PD,2022,37,0,37,15,2,17,52,2,54
Albany,Bethlehem Town PD,2023,37,0,37,17,2,19,54,2,56
Albany,Coeymans Town PD,2007,6,7,13,3,7,10,9,14,23
Albany,Coeymans Town PD,2009,6,13,19,4,9,13,10,22,32
Albany,Coeymans Town PD,2010,6,13,19,3,9,12,9,22,31
Albany,Coeymans Town PD,2011,6,13,19,3,9,12,9,22,31
Albany,Coeymans Town PD,2012,4,18,22,3,8,11,7,26,33
Albany,Coeymans Town PD,2013,6,15,21,3,13,16,9,28,37
Albany,Coeymans Town PD,2014,6,15,21,3,15,18,9,30,39
Albany,Coeymans Town PD,2015,4,20,24,1,3,4,5,23,28
Albany,Coeymans Town PD,2016,4,17,21,1,2,3,5,19,24
Albany,Coeymans Town PD,2017,3,19,22,1,4,5,4,23,27
Albany,Coeymans Town PD,2018,3,19,22,1,3,4,4,22,26
Albany,Coeymans Town PD,2019,3,22,25,1,3,4,4,25,29
Albany,Coeymans Town PD,2020,2,17,19,1,1,2,3,18,21
Albany,Coeymans Town PD,2021,2,11,13,1,1,2,3,12,15
Albany,Coeymans Town PD,2022,2,8,10,1,0,1,3,8,11
Albany,Coeymans Town PD,2023,3,8,11,1,0,1,4,8,12
Albany,Cohoes City PD,2007,35,0,35,13,17,30,48,17,65
Albany,Cohoes City PD,2008,35,0,35,12,15,27,47,15,62
Albany,Cohoes City PD,2009,36,0,36,13,14,27,49,14,63
Albany,Cohoes City PD,2010,34,0,34,11,15,26,45,15,60
Albany,Cohoes City PD,2011,34,0,34,11,12,23,45,12,57
Albany,Cohoes City PD,2012,32,0,32,4,11,15,36,11,47
Albany,Cohoes City PD,2013,33,0,33,4,11,15,37,11,48
Albany,Cohoes City PD,2014,32,0,32,4,9,13,36,9,45
Albany,Cohoes City PD,2015,31,0,31,4,9,13,35,9,44
Albany,Cohoes City PD,2016,33,0,33,4,9,13,37,9,46
Albany,Cohoes City PD,2017,32,0,32,4,10,14,36,10,46
Albany,Cohoes City PD,2018,35,0,35,4,10,14,39,10,49
Albany,Cohoes City PD,2019,33,0,33,2,0,2,35,0,35
Albany,Cohoes City PD,2020,31,0,31,3,0,3,34,0,34
Albany,Cohoes City PD,2021,30,0,30,3,0,3,33,0,33
Albany,Cohoes City PD,2022,32,0,32,2,0,2,34,0,34
Albany,Cohoes City PD,2023,31,0,31,3,0,3,34,0,34
Albany,Colonie Town PD,2007,108,0,108,44,21,65,152,21,173
Albany,Colonie Town PD,2008,108,0,108,44,23,67,152,23,175
Albany,Colonie Town PD,2009,108,0,108,44,23,67,152,23,175
Albany,Colonie Town PD,2010,106,0,106,44,20,64,150,20,170
Albany,Colonie Town PD,2011,107,0,107,41,16,57,148,16,164
Albany,Colonie Town PD,2012,106,0,106,40,15,55,146,15,161
Albany,Colonie Town PD,2013,107,0,107,40,15,55,147,15,162
Albany,Colonie Town PD,2014,107,0,107,39,12,51,146,12,158
Albany,Colonie Town PD,2015,108,0,108,39,12,51,147,12,159
Albany,Colonie Town PD,2016,111,0,111,39,12,51,150,12,162
Albany,Colonie Town PD,2017,109,0,109,36,10,46,145,10,155
Albany,Colonie Town PD,2018,114,0,114,39,13,52,153,13,166
Albany,Colonie Town PD,2019,118,0,118,34,7,41,152,7,159
Albany,Colonie Town PD,2020,109,0,109,35,10,45,144,10,154
Albany,Colonie Town PD,2022,114,0,114,45,13,58,159,13,172
Albany,Colonie Town PD,2023,115,0,115,38,12,50,153,12,165
Albany,Green Island Vg PD,2007,1,19,20,1,13,14,2,32,34
Albany,Green Island Vg PD,2008,0,19,19,1,11,12,1,30,31
Albany,Green Island Vg PD,2009,1,20,21,0,10,10,1,30,31
Albany,Green Island Vg PD,2010,1,20,21,0,10,10,1,30,31
Albany,Green Island Vg PD,2011,0,19,19,0,14,14,0,33,33
Albany,Green Island Vg PD,2012,0,23,23,0,13,13,0,36,36
Albany,Green Island Vg PD,2013,0,23,23,0,2,2,0,25,25
Albany,Green Island Vg PD,2014,0,24,24,0,2,2,0,26,26
Albany,Green Island Vg PD,2015,0,23,23,0,2,2,0,25,25
Albany,Green Island Vg PD,2016,0,23,23,0,1,1,0,24,24
Albany,Green Island Vg PD,2017,0,23,23,0,1,1,0,24,24
Albany,Green Island Vg PD,2018,0,25,25,0,1,1,0,26,26
Albany,Green Island Vg PD,2019,0,25,25,0,1,1,0,26,26
Albany,Green Island Vg PD,2020,0,26,26,0,0,0,0,26,26
Albany,Green Island Vg PD,2022,0,25,25,0,0,0,0,25,25
Albany,Green Island Vg PD,2023,0,23,23,0,0,0,0,23,23
Albany,Guilderland Town PD,2007,34,0,34,16,1,17,50,1,51
Albany,Guilderland Town PD,2008,34,0,34,17,1,18,51,1,52
Albany,Guilderland Town PD,2009,34,0,34,17,1,18,51,1,52
Albany,Guilderland Town PD,2010,35,0,35,16,1,17,51,1,52
Albany,Guilderland Town PD,2011,34,0,34,16,0,16,50,0,50
Albany,Guilderland Town PD,2012,35,0,35,13,0,13,48,0,48
Albany,Guilderland Town PD,2013,34,0,34,10,0,10,44,0,44
Albany,Guilderland Town PD,2014,35,0,35,13,0,13,48,0,48
Albany,Guilderland Town PD,2015,34,0,34,13,0,13,47,0,47
Albany,Guilderland Town PD,2016,35,0,35,13,0,13,48,0,48
Albany,Guilderland Town PD,2017,36,0,36,14,2,16,50,2,52
Albany,Guilderland Town PD,2018,36,0,36,14,2,16,50,2,52
Albany,Guilderland Town PD,2019,39,0,39,16,0,16,55,0,55
Albany,Guilderland Town PD,2020,37,0,37,16,0,16,53,0,53
Albany,Guilderland Town PD,2021,38,0,38,15,0,15,53,0,53
Albany,Guilderland Town PD,2022,40,0,40,14,0,14,54,0,54
Albany,Guilderland Town PD,2023,39,0,39,15,0,15,54,0,54
Albany,Menands Vg PD,2007,9,4,13,3,9,12,12,13,25
Albany,Menands Vg PD,2008,10,4,14,3,8,11,13,12,25
Albany,Menands Vg PD,2009,10,4,14,3,6,9,13,10,23
Albany,Menands Vg PD,2010,10,4,14,3,8,11,13,12,25
Albany,Menands Vg PD,2011,11,3,14,3,6,9,14,9,23
Albany,Menands Vg PD,2012,11,4,15,3,5,8,14,9,23
Albany,Menands Vg PD,2013,11,3,14,3,4,7,14,7,21
Albany,Menands Vg PD,2014,10,4,14,3,4,7,13,8,21
Albany,Menands Vg PD,2015,11,4,15,3,5,8,14,9,23
Albany,Menands Vg PD,2016,11,0,11,3,5,8,14,5,19
Albany,Menands Vg PD,2017,11,4,15,3,5,8,14,9,23
Albany,Menands Vg PD,2018,11,4,15,3,6,9,14,10,24
Albany,Menands Vg PD,2019,11,5,16,3,7,10,14,12,26
Albany,Menands Vg PD,2020,11,4,15,3,7,10,14,11,25
Albany,Menands Vg PD,2021,13,6,19,3,8,11,16,14,30
Albany,Menands Vg PD,2022,13,5,18,3,8,11,16,13,29
Albany,Menands Vg PD,2023,15,3,18,2,5,7,17,8,25
Albany,SUNY Police - Albany,2007,37,0,37,32,0,32,69,0,69
Albany,SUNY Police - Albany,2009,40,0,40,30,0,30,70,0,70
Albany,SUNY Police - Albany,2010,42,0,42,24,0,24,66,0,66
Albany,SUNY Police - Albany,2011,43,0,43,25,0,25,68,0,68
Albany,SUNY Police - Albany,2012,40,0,40,23,0,23,63,0,63
Albany,SUNY Police - Albany,2013,40,0,40,21,0,21,61,0,61
Albany,SUNY Police - Albany,2014,37,0,37,19,0,19,56,0,56
Albany,SUNY Police - Albany,2015,38,0,38,21,0,21,59,0,59
Albany,SUNY Police - Albany,2016,39,0,39,19,0,19,58,0,58
Albany,SUNY Police - Albany,2017,37,0,37,22,0,22,59,0,59
Albany,SUNY Police - Albany,2018,40,0,40,19,0,19,59,0,59
Albany,SUNY Police - Albany,2019,40,0,40,21,0,21,61,0,61
Albany,SUNY Police - Albany,2020,37,0,37,19,0,19,56,0,56
Albany,SUNY Police - Albany,2021,35,0,35,19,0,19,54,0,54
Albany,SUNY Police - Albany,2022,36,0,36,19,0,19,55,0,55
Albany,SUNY Police - Albany,2023,38,0,38,17,0,17,55,0,55
Albany,SUNY Police - Nanoscale Science and Engineering,2016,11,0,11,0,0,0,11,0,11
Albany,SUNY Police - Nanoscale Science and Engineering,2017,5,0,5,0,0,0,5,0,5
Albany,SUNY Police - Nanoscale Science and Engineering,2018,6,0,6,0,0,0,6,0,6
Albany,SUNY Police - Nanoscale Science and Engineering,2019,4,0,4,0,0,0,4,0,4
Albany,SUNY Police - Nanoscale Science and Engineering,2020,4,0,4,0,0,0,4,0,4
Albany,Watervliet City PD,2007,26,0,26,4,0,4,30,0,30
Albany,Watervliet City PD,2008,26,0,26,3,0,3,29,0,29
Albany,Watervliet City PD,2009,26,0,26,4,5,9,30,5,35
Albany,Watervliet City PD,2010,26,0,26,4,5,9,30,5,35
Albany,Watervliet City PD,2011,26,0,26,3,4,7,29,4,33
Albany,Watervliet City PD,2012,26,0,26,1,3,4,27,3,30
Albany,Watervliet City PD,2013,25,0,25,1,3,4,26,3,29
Albany,Watervliet City PD,2014,24,0,24,1,1,2,25,1,26
Albany,Watervliet City PD,2015,23,0,23,1,3,4,24,3,27
Albany,Watervliet City PD,2016,24,0,24,0,1,1,24,1,25
Albany,Watervliet City PD,2017,24,0,24,1,0,1,25,0,25
Albany,Watervliet City PD,2018,22,0,22,1,0,1,23,0,23
Albany,Watervliet City PD,2019,23,0,23,1,0,1,24,0,24
Albany,Watervliet City PD,2020,22,0,22,1,0,1,23,0,23
Albany,Watervliet City PD,2021,25,0,25,0,0,0,25,0,25
Albany,Watervliet City PD,2022,26,0,26,2,0,2,28,0,28
Albany,Watervliet City PD,2023,23,0,23,1,0,1,24,0,24
Allegany,Alfred Vg PD,2007,6,9,15,0,0,0,6,9,15
Allegany,Alfred Vg PD,2008,6,9,15,0,0,0,6,9,15
Allegany,Alfred Vg PD,2009,6,8,14,0,0,0,6,8,14
Allegany,Alfred Vg PD,2010,6,8,14,0,0,0,6,8,14
Allegany,Alfred Vg PD,2011,6,7,13,0,0,0,6,7,13
Allegany,Alfred Vg PD,2012,6,8,14,0,0,0,6,8,14
Allegany,Alfred Vg PD,2013,6,9,15,0,0,0,6,9,15
Allegany,Alfred Vg PD,2014,5,8,13,0,0,0,5,8,13
Allegany,Alfred Vg PD,2015,5,9,14,0,0,0,5,9,14
Allegany,Alfred Vg PD,2016,5,10,15,0,0,0,5,10,15
Allegany,Alfred Vg PD,2017,5,10,15,0,0,0,5,10,15
Allegany,Alfred Vg PD,2018,5,10,15,0,0,0,5,10,15
Allegany,Alfred Vg PD,2019,5,10,15,0,0,0,5,10,15
Allegany,Alfred Vg PD,2020,5,10,15,0,0,0,5,10,15
Allegany,Alfred Vg PD,2021,5,8,13,0,0,0,5,8,13
Allegany,Alfred Vg PD,2022,5,9,14,0,0,0,5,9,14
Allegany,Alfred Vg PD,2023,5,6,11,0,0,0,5,6,11
Allegany,Allegany County Sheriff,2008,36,0,36,10,19,29,46,19,65
Allegany,Allegany County Sheriff,2009,35,0,35,15,13,28,50,13,63
Allegany,Allegany County Sheriff,2010,28,0,28,19,12,31,47,12,59
Allegany,Allegany County Sheriff,2011,25,0,25,19,16,35,44,16,60
Allegany,Allegany County Sheriff,2012,26,0,26,19,15,34,45,15,60
Allegany,Allegany County Sheriff,2013,27,0,27,19,17,36,46,17,63
Allegany,Allegany County Sheriff,2014,28,0,28,19,22,41,47,22,69
Allegany,Allegany County Sheriff,2015,28,0,28,7,5,12,35,5,40
Allegany,Allegany County Sheriff,2016,26,0,26,19,20,39,45,20,65
Allegany,Allegany County Sheriff,2017,19,0,19,27,13,40,46,13,59
Allegany,Allegany County Sheriff,2018,11,1,12,23,17,40,34,18,52
Allegany,Allegany County Sheriff,2020,13,0,13,23,13,36,36,13,49
Allegany,Allegany County Sheriff,2021,13,0,13,22,17,39,35,17,52
Allegany,Allegany County Sheriff,2022,23,0,23,21,12,33,44,12,56
Allegany,Allegany County Sheriff,2023,23,2,25,8,3,11,31,5,36
Allegany,Andover Vg PD,2010,1,8,9,0,0,0,1,8,9
Allegany,Andover Vg PD,2014,1,9,10,0,0,0,1,9,10
Allegany,Andover Vg PD,2015,1,9,10,0,0,0,1,9,10
Allegany,Andover Vg PD,2016,0,9,9,0,0,0,0,9,9
Allegany,Andover Vg PD,2017,1,9,10,0,0,0,1,9,10
Allegany,Andover Vg PD,2021,1,6,7,0,0,0,1,6,7
Allegany,Andover Vg PD,2022,1,7,8,0,0,0,1,7,8
Allegany,Andover Vg PD,2023,1,7,8,0,0,0,1,7,8
Allegany,Angelica Vg PD,2010,0,8,8,0,0,0,0,8,8
Allegany,Angelica Vg PD,2012,0,5,5,0,0,0,0,5,5
Allegany,Angelica Vg PD,2013,0,5,5,0,0,0,0,5,5
Allegany,Angelica Vg PD,2014,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2015,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2016,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2017,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2018,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2019,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2020,0,6,6,0,0,0,0,6,6
Allegany,Angelica Vg PD,2021,0,7,7,0,0,0,0,7,7
Allegany,Angelica Vg PD,2022,0,5,5,0,0,0,0,5,5
Allegany,Angelica Vg PD,2023,0,5,5,0,0,0,0,5,5
Allegany,Belmont Vg PD,2007,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2008,1,4,5,0,0,0,1,4,5
Allegany,Belmont Vg PD,2009,1,3,4,0,0,0,1,3,4
Allegany,Belmont Vg PD,2010,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2011,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2012,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2013,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2014,1,4,5,0,0,0,1,4,5
Allegany,Belmont Vg PD,2015,1,4,5,0,0,0,1,4,5
Allegany,Belmont Vg PD,2016,1,4,5,0,0,0,1,4,5
Allegany,Belmont Vg PD,2017,1,3,4,0,0,0,1,3,4
Allegany,Belmont Vg PD,2018,1,4,5,0,0,0,1,4,5
Allegany,Belmont Vg PD,2019,1,5,6,0,0,0,1,5,6
Allegany,Belmont Vg PD,2021,0,8,8,0,0,0,0,8,8
Allegany,Belmont Vg PD,2022,0,9,9,0,0,0,0,9,9
Allegany,Belmont Vg PD,2023,0,7,7,0,0,0,0,7,7
Allegany,Bolivar Vg PD,2007,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2008,1,7,8,0,0,0,1,7,8
Allegany,Bolivar Vg PD,2009,1,7,8,0,0,0,1,7,8
Allegany,Bolivar Vg PD,2010,1,9,10,0,0,0,1,9,10
Allegany,Bolivar Vg PD,2011,1,7,8,0,0,0,1,7,8
Allegany,Bolivar Vg PD,2012,1,7,8,0,0,0,1,7,8
Allegany,Bolivar Vg PD,2013,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2014,1,7,8,0,0,0,1,7,8
Allegany,Bolivar Vg PD,2016,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2018,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2019,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2020,1,6,7,0,0,0,1,6,7
Allegany,Bolivar Vg PD,2022,1,4,5,0,0,0,1,4,5
Allegany,Bolivar Vg PD,2023,0,3,3,0,0,0,0,3,3
Allegany,Cuba Town PD,2007,4,14,18,0,0,0,4,14,18
Allegany,Cuba Town PD,2009,4,11,15,0,0,0,4,11,15
Allegany,Cuba Town PD,2010,4,11,15,0,0,0,4,11,15
Allegany,Cuba Town PD,2011,4,10,14,0,0,0,4,10,14
Allegany,Cuba Town PD,2012,4,11,15,0,0,0,4,11,15
Allegany,Cuba Town PD,2013,4,11,15,0,1,1,4,12,16
Allegany,Cuba Town PD,2014,4,14,18,0,1,1,4,15,19
Allegany,Cuba Town PD,2015,4,10,14,0,1,1,4,11,15
Allegany,Cuba Town PD,2016,4,10,14,0,1,1,4,11,15
Allegany,Cuba Town PD,2017,4,9,13,0,0,0,4,9,13
Allegany,Cuba Town PD,2018,4,13,17,0,0,0,4,13,17
Allegany,Cuba Town PD,2019,5,11,16,0,0,0,5,11,16
Allegany,Cuba Town PD,2020,5,13,18,0,0,0,5,13,18
Allegany,Cuba Town PD,2021,5,11,16,0,0,0,5,11,16
Allegany,Cuba Town PD,2022,6,11,17,0,0,0,6,11,17
Allegany,Cuba Town PD,2023,6,11,17,0,0,0,6,11,17
Allegany,Friendship Town PD,2007,0,4,4,0,0,0,0,4,4
Allegany,Friendship Town PD,2008,0,5,5,0,0,0,0,5,5
Allegany,Friendship Town PD,2009,0,6,6,0,0,0,0,6,6
Allegany,Friendship Town PD,2010,0,6,6,0,0,0,0,6,6
Allegany,Friendship Town PD,2011,0,7,7,0,0,0,0,7,7
Allegany,Friendship Town PD,2012,0,8,8,0,0,0,0,8,8
Allegany,Friendship Town PD,2013,0,7,7,0,0,0,0,7,7
Allegany,Friendship Town PD,2014,0,9,9,0,0,0,0,9,9
Allegany,Friendship Town PD,2015,0,8,8,0,0,0,0,8,8
Allegany,Friendship Town PD,2016,0,6,6,0,0,0,0,6,6
Allegany,Friendship Town PD,2017,0,7,7,0,0,0,0,7,7
Allegany,Friendship Town PD,2018,0,6,6,0,0,0,0,6,6
Allegany,Friendship Town PD,2019,0,6,6,0,0,0,0,6,6
Allegany,Friendship Town PD,2020,0,5,5,0,0,0,0,5,5
Allegany,Friendship Town PD,2021,0,7,7,0,0,0,0,7,7
Allegany,Friendship Town PD,2022,0,5,5,0,0,0,0,5,5
Allegany,Friendship Town PD,2023,0,6,6,0,0,0,0,6,6
Allegany,Independence Town PD,2007,0,3,3,0,0,0,0,3,3
Allegany,Independence Town PD,2008,0,1,1,0,0,0,0,1,1
Allegany,Independence Town PD,2009,0,1,1,0,0,0,0,1,1
Allegany,Independence Town PD,2010,0,1,1,0,0,0,0,1,1
Allegany,Independence Town PD,2011,0,1,1,0,1,1,0,2,2
Allegany,Independence Town PD,2012,0,1,1,0,1,1,0,2,2
Allegany,Independence Town PD,2013,0,1,1,0,5,5,0,6,6
Allegany,Independence Town PD,2014,0,2,2,0,5,5,0,7,7
Allegany,Independence Town PD,2015,0,1,1,0,5,5,0,6,6
Allegany,Independence Town PD,2016,0,2,2,0,3,3,0,5,5
Allegany,Independence Town PD,2017,0,1,1,0,2,2,0,3,3
Allegany,Independence Town PD,2018,0,1,1,0,4,4,0,5,5
Allegany,Independence Town PD,2019,0,1,1,0,4,4,0,5,5
Allegany,Independence Town PD,2020,0,1,1,0,3,3,0,4,4
Allegany,Independence Town PD,2021,0,1,1,0,3,3,0,4,4
Allegany,Independence Town PD,2022,0,2,2,0,3,3,0,5,5
Allegany,Independence Town PD,2023,0,2,2,0,3,3,0,5,5
Allegany,SUNY Police - Alfred,2007,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2008,12,0,12,5,0,5,17,0,17
Allegany,SUNY Police - Alfred,2009,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2010,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2011,11,0,11,5,0,5,16,0,16
Allegany,SUNY Police - Alfred,2012,12,0,12,5,0,5,17,0,17
Allegany,SUNY Police - Alfred,2013,12,0,12,5,0,5,17,0,17
Allegany,SUNY Police - Alfred,2014,11,0,11,5,0,5,16,0,16
Allegany,SUNY Police - Alfred,2015,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2016,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2017,11,0,11,5,0,5,16,0,16
Allegany,SUNY Police - Alfred,2018,11,0,11,5,0,5,16,0,16
Allegany,SUNY Police - Alfred,2019,12,0,12,5,0,5,17,0,17
Allegany,SUNY Police - Alfred,2020,10,0,10,5,0,5,15,0,15
Allegany,SUNY Police - Alfred,2021,13,0,13,5,0,5,18,0,18
Allegany,SUNY Police - Alfred,2022,11,0,11,5,0,5,16,0,16
Allegany,SUNY Police - Alfred,2023,11,0,11,4,0,4,15,0,15
Allegany,Wellsville Vg PD,2007,11,12,23,4,6,10,15,18,33
Allegany,Wellsville Vg PD,2008,11,13,24,4,5,9,15,18,33
Allegany,Wellsville Vg PD,2009,10,8,18,4,5,9,14,13,27
Allegany,Wellsville Vg PD,2010,10,10,20,2,6,8,12,16,28
Allegany,Wellsville Vg PD,2011,10,8,18,2,9,11,12,17,29
Allegany,Wellsville Vg PD,2012,10,10,20,2,8,10,12,18,30
