YEAR,STATE,COUNTY,NAAQS POLLUTANT,NAAQS LEVEL AND AVERAGING TIME,NAAQS STANDARD,ATTAINMENT STATUS
2023,New York,Madison,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Monroe,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Montgomery,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Nassau,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,New York,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Niagara,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Oneida,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Onondaga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Ontario,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Orange,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Orleans,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Oswego,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Otsego,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Putnam,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Queens,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Rensselaer,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Richmond,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Rockland,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Saratoga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schenectady,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schoharie,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Schuyler,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Seneca,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Steuben,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,St. Lawrence,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Suffolk,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Sullivan,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Tioga,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Tompkins,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Ulster,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Warren,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Washington,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Wayne,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Westchester,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Maintenance
2023,New York,Wyoming,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Yates,Particulate Matter (PM2.5) - 2006,24-hour (35 ug/m3),98th percentile average over 3 years,Attainment
2023,New York,Albany,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Allegany,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Bronx,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Broome,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cattaraugus,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cayuga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chautauqua,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chemung,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Chenango,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Clinton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Columbia,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Cortland,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Delaware,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Dutchess,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Erie,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Essex,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Franklin,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Fulton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Genesee,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Greene,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Hamilton,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Herkimer,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Jefferson,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Kings,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Lewis,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Livingston,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Madison,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Monroe,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Montgomery,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Nassau,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,New York,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Niagara,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Oneida,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Onondaga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Ontario,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Orange,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Orleans,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Oswego,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Otsego,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Putnam,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Queens,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Rensselaer,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Richmond,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Rockland,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Saratoga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Schenectady,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Schoharie,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Schuyler,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Seneca,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Steuben,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,St. Lawrence,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Suffolk,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Sullivan,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Tioga,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Tompkins,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Ulster,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Warren,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Washington,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Wayne,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Westchester,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Wyoming,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Yates,Particulate Matter (PM2.5) - 2012,"1-year (12.0 ug/m3), 24-hour (35 ug/m3)",Annual mean average over 3 years,Attainment
2023,New York,Albany,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Allegany,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Bronx,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Broome,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Cattaraugus,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Cayuga,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Chautauqua,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Chemung,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Chenango,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Clinton,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Columbia,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Cortland,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Delaware,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Dutchess,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Erie,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Essex,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Franklin,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Fulton,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Genesee,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Greene,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Hamilton,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Herkimer,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Jefferson,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Kings,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Lewis,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Livingston,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Madison,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Monroe,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Unclassifiable
2023,New York,Montgomery,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Nassau,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,New York,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Niagara,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Oneida,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Onondaga,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Ontario,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Orange,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Orleans,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Oswego,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Otsego,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Putnam,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Queens,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Rensselaer,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Richmond,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Rockland,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Saratoga,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Schenectady,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Schoharie,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Schuyler,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Seneca,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Steuben,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,St. Lawrence,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Nonattainment - Partial
2023,New York,Suffolk,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Sullivan,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Tioga,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Tompkins,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Ulster,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Warren,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Washington,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Wayne,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Westchester,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Wyoming,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
2023,New York,Yates,Sulfur Dioxide (SO2),1-hour (75 ppb),99th % of 1-hour daily max concentration averaged over 3 years,Attainment
